v1_path,persona,topic,exists_in_v1,current_v2_equivalent,v2_gap_area,recommended_action,target_v2_path,priority,content_reuse_level,accuracy_review_needed,path_migration_only,technical_validation_source,technical_validation_status,uses_only_legacy_source,ready_to_move_now,target_section_owner,cleanup_consolidation_note,evidence_notes
v1/ai/api-reference/segment-anything-2.mdx,developers,segment anything 2,yes,none,Full API/SDK/CLI references with updated AI endpoint coverage,merge,v2/gateways/references/api-reference/AI-API/segment-anything-2.mdx,HIGH,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,validated,no,no,Developers docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/api-reference/text-to-image.mdx,developers,text to image,yes,none,Full API/SDK/CLI references with updated AI endpoint coverage,merge,v2/gateways/references/api-reference/AI-API/text-to-image.mdx,HIGH,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,validated,no,no,Developers docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/api-reference/text-to-speech.mdx,developers,text to speech,yes,none,Full API/SDK/CLI references with updated AI endpoint coverage,merge,v2/gateways/references/api-reference/AI-API/text-to-speech.mdx,HIGH,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,validated,no,no,Developers docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/api-reference/upscale.mdx,developers,upscale,yes,none,Full API/SDK/CLI references with updated AI endpoint coverage,merge,v2/gateways/references/api-reference/AI-API/upscale.mdx,HIGH,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,validated,no,no,Developers docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/builders/get-started.mdx,developers,get started,yes,none,Goal-based tutorials for builders and AI Jobs onboarding,merge,v2/developers/quickstart/ai/ai-jobs.mdx,HIGH,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,non-technical,no,no,Developers docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/pipelines/audio-to-text.mdx,developers,audio to text,yes,none,AI Jobs quickstart examples and pipeline task guides,merge,v2/developers/quickstart/ai/ai-jobs.mdx,HIGH,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Developers docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/pipelines/image-to-image.mdx,developers,image to image,yes,none,AI Jobs quickstart examples and pipeline task guides,merge,v2/developers/quickstart/ai/ai-jobs.mdx,HIGH,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Developers docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/pipelines/image-to-text.mdx,developers,image to text,yes,none,AI Jobs quickstart examples and pipeline task guides,merge,v2/developers/quickstart/ai/ai-jobs.mdx,HIGH,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Developers docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/pipelines/image-to-video.mdx,developers,image to video,yes,none,AI Jobs quickstart examples and pipeline task guides,merge,v2/developers/quickstart/ai/ai-jobs.mdx,HIGH,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Developers docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/pipelines/llm.mdx,developers,llm,yes,none,AI Jobs quickstart examples and pipeline task guides,merge,v2/developers/quickstart/ai/ai-jobs.mdx,HIGH,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Developers docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/pipelines/overview.mdx,developers,overview,yes,none,AI Jobs quickstart examples and pipeline task guides,merge,v2/developers/quickstart/ai/ai-jobs.mdx,HIGH,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Developers docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/pipelines/segment-anything-2.mdx,developers,segment anything 2,yes,none,AI Jobs quickstart examples and pipeline task guides,merge,v2/developers/quickstart/ai/ai-jobs.mdx,HIGH,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Developers docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/pipelines/text-to-image.mdx,developers,text to image,yes,none,AI Jobs quickstart examples and pipeline task guides,merge,v2/developers/quickstart/ai/ai-jobs.mdx,HIGH,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Developers docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/pipelines/text-to-speech.mdx,developers,text to speech,yes,none,AI Jobs quickstart examples and pipeline task guides,merge,v2/developers/quickstart/ai/ai-jobs.mdx,HIGH,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Developers docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/pipelines/upscale.mdx,developers,upscale,yes,none,AI Jobs quickstart examples and pipeline task guides,merge,v2/developers/quickstart/ai/ai-jobs.mdx,HIGH,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Developers docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/sdks/go.mdx,developers,go,yes,none,Full API/SDK/CLI references and starter snippets,merge,v2/developers/technical-references/sdks.mdx,HIGH,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Developers docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/sdks/javascript.mdx,developers,javascript,yes,none,Full API/SDK/CLI references and starter snippets,merge,v2/developers/technical-references/sdks.mdx,HIGH,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Developers docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/sdks/overview.mdx,developers,overview,yes,none,Full API/SDK/CLI references and starter snippets,merge,v2/developers/technical-references/sdks.mdx,HIGH,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Developers docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/sdks/python.mdx,developers,python,yes,none,Full API/SDK/CLI references and starter snippets,merge,v2/developers/technical-references/sdks.mdx,HIGH,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Developers docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/developers/guides/clip-a-livestream.mdx,developers,clip a livestream,yes,v2/platforms/livepeer-studio/livestream/clip-livestream.mdx,Full API/SDK/CLI references and copy-paste snippets,merge,v2/platforms/livepeer-studio/livestream/clip-livestream.mdx,HIGH,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/transcode-video-storj.mdx,developers,transcode video storj,yes,v2/developers/guides/partner-integrations.mdx,Transcoding Jobs quickstart / Studio migration examples,merge,v2/developers/guides/partner-integrations.mdx,HIGH,high,Rick,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,validated,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/guides/transcode-video-w3s.mdx,developers,transcode video w3s,yes,v2/developers/guides/partner-integrations.mdx,Transcoding Jobs quickstart / Studio migration examples,merge,v2/developers/guides/partner-integrations.mdx,HIGH,high,Rick,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,validated,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/livepeer-studio-cli.mdx,developers,livepeer studio cli,yes,v2/platforms/livepeer-studio/get-started/studio-cli.mdx,Full API/SDK/CLI references and copy-paste snippets,merge,v2/platforms/livepeer-studio/get-started/studio-cli.mdx,HIGH,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/developers/quick-start.mdx,developers,quick start,yes,v2/platforms/livepeer-studio/quickstart.mdx,developers onboarding and quickstarts,merge,v2/platforms/livepeer-studio/quickstart.mdx,HIGH,high,none,yes,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Developers docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=keep; mapping_source=reviewed-manual
v1/gateways/guides/docker-install.mdx,gateway_operators,docker install,yes,v2/gateways/run-a-gateway/install/docker-install.mdx,Goal-based tutorials and task guides,merge,v2/gateways/run-a-gateway/install/docker-install.mdx,HIGH,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,no,no,Gateways docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/gateways/guides/gateway-overview.mdx,gateway_operators,gateway overview,yes,v2/gateways/about-gateways/overview.mdx,Goal-based tutorials and task guides,merge,v2/gateways/about-gateways/overview.mdx,HIGH,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,no,no,Gateways docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/gateways/guides/linux-install.mdx,gateway_operators,linux install,yes,v2/gateways/run-a-gateway/install/linux-install.mdx,Goal-based tutorials and task guides,merge,v2/gateways/run-a-gateway/install/linux-install.mdx,HIGH,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,no,no,Gateways docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/gateways/guides/playback-content.mdx,gateway_operators,playback content,yes,none,Goal-based tutorials and task guides,move,v2/gateways/run-a-gateway/quickstart/quickstart-a-gateway.mdx,HIGH,high,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,yes,no,Gateways docs owner,,source=r2-reviewed; mapped_v2_exists=no; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/gateways/guides/publish-content.mdx,gateway_operators,publish content,yes,v2/gateways/run-a-gateway/quickstart/quickstart-a-gateway.mdx,Goal-based tutorials and task guides,merge,v2/gateways/run-a-gateway/quickstart/quickstart-a-gateway.mdx,HIGH,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,no,no,Gateways docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/gateways/guides/windows-install.mdx,gateway_operators,windows install,yes,v2/gateways/run-a-gateway/install/windows-install.mdx,Goal-based tutorials and task guides,merge,v2/gateways/run-a-gateway/install/windows-install.mdx,HIGH,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,no,no,Gateways docs owner,Merge high-value steps/examples into the mapped v2 page and remove duplication.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/gateways/livepeer-studio-cli.mdx,gateway_operators,livepeer studio cli,yes,v2/platforms/livepeer-studio/get-started/studio-cli.mdx,Full API/SDK/CLI references and copy-paste snippets,duplicate-remove,v2/platforms/livepeer-studio/get-started/studio-cli.mdx,HIGH,low,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Gateways docs owner,Do not migrate as standalone page; consolidate or remove during cleanup pass.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=archive; mapping_source=reviewed-manual
v1/gateways/quick-start.mdx,gateway_operators,quick start,yes,v2/platforms/livepeer-studio/quickstart.mdx,gateway operators onboarding and quickstarts,duplicate-remove,v2/platforms/livepeer-studio/quickstart.mdx,HIGH,low,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Gateways docs owner,Do not migrate as standalone page; consolidate or remove during cleanup pass.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=archive; mapping_source=reviewed-manual
v1/orchestrators/guides/assess-capabilities.mdx,orchestrators,assess capabilities,yes,none,Goal-based tutorials and task guides,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),HIGH,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=r2-reviewed; mapped_v2_exists=no; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/orchestrators/guides/benchmark-transcoding.mdx,orchestrators,benchmark transcoding,yes,none,Goal-based tutorials and task guides,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),HIGH,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=r2-reviewed; mapped_v2_exists=no; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/orchestrators/guides/configure-reward-calling.mdx,orchestrators,configure reward calling,yes,none,Goal-based tutorials and task guides,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),HIGH,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=r2-reviewed; mapped_v2_exists=no; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/orchestrators/guides/connect-to-arbitrum.mdx,orchestrators,connect to arbitrum,yes,none,Migration guides / chain migration support,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),HIGH,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=r2-reviewed; mapped_v2_exists=no; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/orchestrators/guides/dual-mine.mdx,orchestrators,dual mine,yes,none,Goal-based tutorials and task guides,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),HIGH,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=r2-reviewed; mapped_v2_exists=no; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/orchestrators/guides/gateway-introspection.mdx,orchestrators,gateway introspection,yes,none,Goal-based tutorials and task guides,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),HIGH,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=r2-reviewed; mapped_v2_exists=no; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/orchestrators/guides/get-started.mdx,orchestrators,get started,yes,none,orchestrators onboarding and quickstarts,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),HIGH,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=r2-reviewed; mapped_v2_exists=no; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/orchestrators/guides/install-go-livepeer.mdx,orchestrators,install go livepeer,yes,none,Goal-based tutorials and task guides,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),HIGH,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=r2-reviewed; mapped_v2_exists=no; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/orchestrators/guides/migrate-from-contract-wallet.mdx,orchestrators,migrate from contract wallet,yes,none,Migration guides / chain migration support,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),HIGH,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=r2-reviewed; mapped_v2_exists=no; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/orchestrators/guides/migrate-to-arbitrum.mdx,orchestrators,migrate to arbitrum,yes,none,Migration guides / chain migration support,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),HIGH,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=r2-reviewed; mapped_v2_exists=no; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/orchestrators/guides/monitor-metrics.mdx,orchestrators,monitor metrics,yes,none,Goal-based tutorials and task guides,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),HIGH,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=r2-reviewed; mapped_v2_exists=no; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/orchestrators/guides/o-t-split.mdx,orchestrators,o t split,yes,none,Goal-based tutorials and task guides,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),HIGH,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=r2-reviewed; mapped_v2_exists=no; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/orchestrators/guides/set-pricing.mdx,orchestrators,set pricing,yes,none,Goal-based tutorials and task guides,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),HIGH,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=r2-reviewed; mapped_v2_exists=no; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/orchestrators/guides/set-session-limits.mdx,orchestrators,set session limits,yes,none,Goal-based tutorials and task guides,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),HIGH,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=r2-reviewed; mapped_v2_exists=no; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/orchestrators/guides/troubleshoot.mdx,orchestrators,troubleshoot,yes,none,Goal-based tutorials and task guides,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),HIGH,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=r2-reviewed; mapped_v2_exists=no; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/orchestrators/guides/vote.mdx,orchestrators,vote,yes,none,Goal-based tutorials and task guides,move,v2/pages/05_orchestrators/quickstart/overview (legacy IA target; confirm shipped path),HIGH,high,none,no,https://github.com/livepeer/go-livepeer,needs_validation,yes,no,Orchestrators docs owner (TBD),,source=r2-reviewed; mapped_v2_exists=no; status_recommendation=rewrite; mapping_source=reviewed-manual
v1/orchestrators/livepeer-studio-cli.mdx,orchestrators,livepeer studio cli,yes,v2/platforms/livepeer-studio/get-started/studio-cli.mdx,Full API/SDK/CLI references and copy-paste snippets,duplicate-remove,v2/platforms/livepeer-studio/get-started/studio-cli.mdx,HIGH,low,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Orchestrators docs owner (TBD),Do not migrate as standalone page; consolidate or remove during cleanup pass.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=archive; mapping_source=reviewed-manual
v1/orchestrators/quick-start.mdx,orchestrators,quick start,yes,v2/platforms/livepeer-studio/quickstart.mdx,orchestrators onboarding and quickstarts,duplicate-remove,v2/platforms/livepeer-studio/quickstart.mdx,HIGH,low,none,no,https://github.com/livepeer/docs/blob/main/api/studio.yaml,needs_validation,no,no,Orchestrators docs owner (TBD),Do not migrate as standalone page; consolidate or remove during cleanup pass.,source=r2-reviewed; mapped_v2_exists=yes; status_recommendation=archive; mapping_source=reviewed-manual
v1/ai/contributors/coming-soon.mdx,ai_developers,coming soon,yes,none,AI Jobs quickstart and AI developer coverage,merge,v2/developers/guides-and-resources/contribution-guide.mdx,MEDIUM,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,non-technical,no,no,Developers / AI docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/contributors/developers.mdx,ai_developers,developers,yes,none,AI Jobs quickstart and AI developer coverage,merge,v2/developers/guides-and-resources/contribution-guide.mdx,MEDIUM,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,non-technical,no,no,Developers / AI docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/contributors/get-started.mdx,ai_developers,get started,yes,none,AI Jobs quickstart and AI developer coverage,merge,v2/developers/guides-and-resources/contribution-guide.mdx,MEDIUM,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,non-technical,no,no,Developers / AI docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
v1/ai/contributors/guides/add-model.mdx,ai_developers,add model,yes,none,AI Jobs quickstart and AI developer coverage,merge,v2/developers/guides-and-resources/contribution-guide.mdx,MEDIUM,medium,stakeholder,no,https://github.com/livepeer/docs/blob/main/api/gateway.openapi.yaml; https://github.com/livepeer/ai-runner/blob/main/gateway.openapi.yaml,needs_validation,yes,no,Developers / AI docs owner,,source=v1-ai-scan (supplemental); target mapping heuristic
