as_of_date,file_path,route_path,cohort,page_kind,doc_type_primary,accuracy_2026_status,accuracy_2026_confidence,accuracy_2026_score,clarity_score,verifiability_score,docs_framework_fit_score,rfp_page_compliance_score,completeness_score,actionability_score,audience_fit_score,machine_readability_score,maintenance_quality_score,human_usefulness_score,agent_usefulness_score,human_band,agent_band,claims_extracted_count,verification_sources_count,source_types_used,source_freshness_oldest_date,source_freshness_latest_date,flags_human,verification_notes
2026-02-23,v2/developers/ai-inference-on-livepeer/livepeer-ai/daydream-generative-ai-video-platform.mdx,/v2/developers/ai-inference-on-livepeer/livepeer-ai/daydream-generative-ai-video-platform,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.2,2.4,1.5,0.2,0.5,3.5,1.6,1,27,28,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; missing frontmatter; thin content; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/ai-inference-on-livepeer/livepeer-ai/livepeer-ai-content-directory.mdx,/v2/developers/ai-inference-on-livepeer/livepeer-ai/livepeer-ai-content-directory,public,content_explanation,explanation,provisional,0.15,1.9,2.3,0.2,2.4,1.8,1.2,0.5,3.5,1.6,1,33,32,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; missing frontmatter; thin content; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/ai-inference-on-livepeer/livepeer-ai/overview-ai-on-livepeer.mdx,/v2/developers/ai-inference-on-livepeer/livepeer-ai/overview-ai-on-livepeer,public,content_explanation,explanation,provisional,0.15,1.9,2.8,0.4,2.4,2.1,0.2,0.8,3.5,3.4,1.4,35,37,incomplete_risky,incomplete_risky,2,0,,,,accuracy needs review; missing description; thin content; verification required,Verified 0/2 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/ai-inference-on-livepeer/livepeer-ai/realtime-ai.mdx,/v2/developers/ai-inference-on-livepeer/livepeer-ai/realtime-ai,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/ai-inference-on-livepeer/livepeer-ai/using-ai-on-livepeer.mdx,/v2/developers/ai-inference-on-livepeer/livepeer-ai/using-ai-on-livepeer,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/ai-pipelines/byoc.mdx,/v2/developers/ai-pipelines/byoc,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.8,3.5,3.9,4.4,3,3.5,4.4,2,64,59,usable_needs_work,usable_needs_work,5,0,,,,accuracy needs review; verification required,Verified 0/5 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/ai-pipelines/comfystream.mdx,/v2/developers/ai-pipelines/comfystream,public,content_explanation,explanation,provisional,0.15,1.9,4.2,1,3.5,3.7,3.4,3,3.5,4.4,2,61,58,usable_needs_work,usable_needs_work,4,0,,,,accuracy needs review; verification required,Verified 0/4 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/ai-pipelines/overview.mdx,/v2/developers/ai-pipelines/overview,public,content_explanation,explanation,provisional,0.15,1.9,4.2,1.2,3.5,4.2,4.4,4.3,3.5,4.4,2,68,63,usable_needs_work,usable_needs_work,11,0,,,,accuracy needs review; verification required,Verified 0/11 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/builder-opportunities/dev-programs.mdx,/v2/developers/builder-opportunities/dev-programs,public,placeholder,explanation,provisional,0.15,1.9,1.7,0.2,1.9,1.2,0,0,2.7,3.8,1.4,25,31,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; coming soon; missing description; thin content; incomplete; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/builder-opportunities/livepeer-rfps.mdx,/v2/developers/builder-opportunities/livepeer-rfps,public,content_explanation,explanation,provisional,0.15,1.9,2.7,0.8,2.9,2.2,0.6,0.5,3.5,3.8,1.4,37,41,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing description; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/builder-opportunities/oss-contributions.mdx,/v2/developers/builder-opportunities/oss-contributions,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/building-on-livepeer/quick-starts/README.mdx,/v2/developers/building-on-livepeer/quick-starts/README,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/developer-guide.mdx,/v2/developers/developer-guide,public,how_to,how_to,provisional,0.15,1.9,4.2,0.2,3.3,3.4,3,2.1,3.5,4.4,2,55,53,usable_needs_work,usable_needs_work,3,0,,,,accuracy needs review; verification required,Verified 0/3 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/developer-journey.mdx,/v2/developers/developer-journey,public,content_explanation,explanation,provisional,0.15,1.9,3,0.2,2.4,2.8,2.8,1.3,3.5,3.6,2,45,44,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/developer-platforms/all-ecosystem/ecosystem-products.mdx,/v2/developers/developer-platforms/all-ecosystem/ecosystem-products,public,content_explanation,explanation,provisional,0.15,0,0,0,0,0,0,0,0,0,0,0,0,empty,empty,0,0,,,,accuracy needs review; empty; missing frontmatter,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/developer-platforms/builder-hub.mdx,/v2/developers/developer-platforms/builder-hub,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.2,3.5,3.5,5,0.5,3.5,4.4,2,58,55,usable_needs_work,usable_needs_work,11,0,,,,accuracy needs review; verification required,Verified 0/11 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/developer-platforms/daydream/daydream.mdx,/v2/developers/developer-platforms/daydream/daydream,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/developer-platforms/frameworks/frameworks.mdx,/v2/developers/developer-platforms/frameworks/frameworks,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/developer-platforms/livepeer-studio/livepeer-studio.mdx,/v2/developers/developer-platforms/livepeer-studio/livepeer-studio,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/developer-platforms/streamplace/streamplace-architecture.mdx,/v2/developers/developer-platforms/streamplace/streamplace-architecture,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.2,3.5,3.7,4.4,2,3.5,4.4,2,60,56,usable_needs_work,usable_needs_work,5,0,,,,accuracy needs review; verification required,Verified 0/5 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/developer-platforms/streamplace/streamplace-funding-model.mdx,/v2/developers/developer-platforms/streamplace/streamplace-funding-model,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.2,3.5,3.7,4.4,2,3.5,4.4,2,60,56,usable_needs_work,usable_needs_work,5,0,,,,accuracy needs review; verification required,Verified 0/5 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/developer-platforms/streamplace/streamplace-guide.mdx,/v2/developers/developer-platforms/streamplace/streamplace-guide,public,how_to,how_to,provisional,0.15,1.9,4.2,0.2,3.3,3.7,4.4,2,3.5,4.4,2,60,56,usable_needs_work,usable_needs_work,5,0,,,,accuracy needs review; verification required,Verified 0/5 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/developer-platforms/streamplace/streamplace-integration.mdx,/v2/developers/developer-platforms/streamplace/streamplace-integration,public,how_to,how_to,provisional,0.15,1.9,4.2,0.2,4.7,4.2,4.4,4.6,3.5,4.4,2,69,62,usable_needs_work,usable_needs_work,5,0,,,,accuracy needs review; verification required,Verified 0/5 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/developer-platforms/streamplace/streamplace-provenance.mdx,/v2/developers/developer-platforms/streamplace/streamplace-provenance,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.6,3.5,4,4.4,3.6,3.5,4.4,2,65,60,usable_needs_work,usable_needs_work,7,0,,,,accuracy needs review; verification required,Verified 0/7 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/developer-platforms/streamplace/streamplace.mdx,/v2/developers/developer-platforms/streamplace/streamplace,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.2,2.9,3.5,3.4,2,3.5,4.4,2,56,53,usable_needs_work,usable_needs_work,2,0,,,,accuracy needs review; verification required,Verified 0/2 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/developer-tools/dashboards.mdx,/v2/developers/developer-tools/dashboards,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.2,3.5,3.1,3,0.5,3.5,4.4,2,52,51,usable_needs_work,usable_needs_work,2,0,,,,accuracy needs review; verification required,Verified 0/2 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/developer-tools/external-tooling.mdx,/v2/developers/developer-tools/external-tooling,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/developer-tools/gateways.mdx,/v2/developers/developer-tools/gateways,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/developer-tools/livepeer-cloud.mdx,/v2/developers/developer-tools/livepeer-cloud,public,content_explanation,explanation,provisional,0.15,1.9,3.5,0.6,3,3,3,0.8,3.5,4,2,49,49,incomplete_risky,incomplete_risky,7,0,,,,accuracy needs review; verification required,Verified 0/7 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/developer-tools/livepeer-explorer.mdx,/v2/developers/developer-tools/livepeer-explorer,public,content_explanation,explanation,provisional,0.15,1.9,3.5,0.2,3,3.1,4,0.5,3.5,4,2,51,49,usable_needs_work,incomplete_risky,9,0,,,,accuracy needs review; verification required,Verified 0/9 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/developer-tools/tooling-hub.mdx,/v2/developers/developer-tools/tooling-hub,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.2,2.4,1.8,0,0.5,3.5,3.6,2,29,34,incomplete_risky,incomplete_risky,2,0,,,,accuracy needs review; thin content; verification required,Verified 0/2 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/guides-and-resources/contribution-guide.mdx,/v2/developers/guides-and-resources/contribution-guide,public,how_to,how_to,provisional,0.15,1.9,2,0.8,1.5,1.9,0.2,0.5,3.5,3.4,1.4,30,34,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing description; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/guides-and-resources/developer-guides.mdx,/v2/developers/guides-and-resources/developer-guides,public,how_to,how_to,provisional,0.15,1.9,1.5,0.8,1.5,1.5,0.2,0.5,3.5,1.6,1,26,28,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/guides-and-resources/developer-help.mdx,/v2/developers/guides-and-resources/developer-help,public,how_to,how_to,provisional,0.15,1.9,2.2,0.8,2.3,1.7,0.2,0.5,3.5,2,1,31,32,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/guides-and-resources/resources.mdx,/v2/developers/guides-and-resources/resources,public,how_to,how_to,provisional,0.15,1.9,1.5,0.8,1.5,1.5,0.2,0.5,3.5,1.6,1,26,28,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/guides/partner-integrations.mdx,/v2/developers/guides/partner-integrations,public,how_to,how_to,provisional,0.15,1.9,4.2,0.2,2.3,3.5,5,0.5,3.5,4.4,2,55,52,usable_needs_work,usable_needs_work,12,0,,,,accuracy needs review; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/index.mdx,/v2/developers,public,generated_index,landing,provisional,0.15,1.9,4.3,0.2,4.2,3,3.8,1.2,3.5,2,1.5,55,48,usable_needs_work,incomplete_risky,1,0,,,,accuracy needs review; generated index; missing frontmatter; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/livepeer-real-time-video/page-1.mdx,/v2/developers/livepeer-real-time-video/page-1,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/livepeer-real-time-video/video-streaming-on-livepeer/README.mdx,/v2/developers/livepeer-real-time-video/video-streaming-on-livepeer/README,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/livepeer-real-time-video/video-streaming-on-livepeer/frameworks-spe.mdx,/v2/developers/livepeer-real-time-video/video-streaming-on-livepeer/frameworks-spe,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/livepeer-real-time-video/video-streaming-on-livepeer/streamdiffusion.mdx,/v2/developers/livepeer-real-time-video/video-streaming-on-livepeer/streamdiffusion,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/livepeer-real-time-video/video-streaming-on-livepeer/video-streaming-101.mdx,/v2/developers/livepeer-real-time-video/video-streaming-on-livepeer/video-streaming-101,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/moved-to-about-livepeer-protocol/livepeer-actors/README.mdx,/v2/developers/moved-to-about-livepeer-protocol/livepeer-actors/README,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/moved-to-about-livepeer-protocol/livepeer-actors/delegators.mdx,/v2/developers/moved-to-about-livepeer-protocol/livepeer-actors/delegators,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/moved-to-about-livepeer-protocol/livepeer-actors/end-users.mdx,/v2/developers/moved-to-about-livepeer-protocol/livepeer-actors/end-users,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/moved-to-about-livepeer-protocol/livepeer-actors/gateways.mdx,/v2/developers/moved-to-about-livepeer-protocol/livepeer-actors/gateways,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/moved-to-about-livepeer-protocol/livepeer-actors/orchestrators.mdx,/v2/developers/moved-to-about-livepeer-protocol/livepeer-actors/orchestrators,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/moved-to-about-livepeer-protocol/livepeer-governance.mdx,/v2/developers/moved-to-about-livepeer-protocol/livepeer-governance,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.4,2.4,1.5,0.2,0.8,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; missing frontmatter; thin content; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/moved-to-about-livepeer-protocol/livepeer-protocol/README.mdx,/v2/developers/moved-to-about-livepeer-protocol/livepeer-protocol/README,public,content_explanation,explanation,provisional,0.15,1.9,3.5,0.2,2.9,2.6,1.6,0.5,3.5,3.8,1.4,42,43,incomplete_risky,incomplete_risky,3,0,,,,accuracy needs review; missing description; thin content; verification required,Verified 0/3 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/moved-to-about-livepeer-protocol/livepeer-protocol/livepeer-whitepaper.mdx,/v2/developers/moved-to-about-livepeer-protocol/livepeer-protocol/livepeer-whitepaper,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/moved-to-about-livepeer-protocol/livepeer-protocol/technical-overview.mdx,/v2/developers/moved-to-about-livepeer-protocol/livepeer-protocol/technical-overview,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/moved-to-about-livepeer-protocol/livepeer-token-economics.mdx,/v2/developers/moved-to-about-livepeer-protocol/livepeer-token-economics,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.4,3.5,3.1,3.4,0.8,3.5,3.8,1.4,53,51,usable_needs_work,usable_needs_work,4,0,,,,accuracy needs review; missing description; verification required,Verified 0/4 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/moved-to-about-livepeer-protocol/technical-roadmap.mdx,/v2/developers/moved-to-about-livepeer-protocol/technical-roadmap,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.8,2.4,1.5,0.2,0.5,3.5,1.6,1,28,29,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/portal.mdx,/v2/developers/portal,public,content_explanation,explanation,provisional,0.15,1.9,3.5,0.2,2.4,3,3,1.2,3.5,4,2,48,47,incomplete_risky,incomplete_risky,2,0,,,,accuracy needs review; verification required,Verified 0/2 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/quickstart/ai/ai-pipelines.mdx,/v2/developers/quickstart/ai/ai-pipelines,public,tutorial,tutorial,provisional,0.15,1.9,1.5,0.8,1.5,1.5,0.2,0.5,3.5,1.6,1,26,28,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/quickstart/video/video-streaming.mdx,/v2/developers/quickstart/video/video-streaming,public,tutorial,tutorial,provisional,0.15,1.9,1.5,0.8,1.5,1.5,0.2,0.5,3.5,1.6,1,26,28,incomplete_risky,incomplete_risky,0,0,,,,accuracy needs review; missing frontmatter; thin content,No extractable claims found; provisional status as of 2026-02-23.
2026-02-23,v2/developers/technical-references/apis.mdx,/v2/developers/technical-references/apis,public,content_explanation,explanation,provisional,0.15,1.9,3.5,0.4,2.9,2.8,1.6,1.2,3.5,4.4,2,45,47,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; thin content; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/technical-references/awesome-livepeer.mdx,/v2/developers/technical-references/awesome-livepeer,public,content_explanation,explanation,provisional,0.15,1.9,2,0.2,2.4,1.9,0.2,0.5,3.5,3.4,1.4,31,34,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; missing description; thin content; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/technical-references/deepwiki.mdx,/v2/developers/technical-references/deepwiki,public,content_explanation,explanation,provisional,0.15,1.9,2.3,0.2,2.4,2.1,1,0.5,3.5,3,1.4,34,35,incomplete_risky,incomplete_risky,4,0,,,,accuracy needs review; missing description; thin content; verification required,Verified 0/4 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/technical-references/sdks.mdx,/v2/developers/technical-references/sdks,public,content_explanation,explanation,provisional,0.15,1.9,3.5,0.2,2.9,2.8,1.6,0.8,3.5,4.4,2,44,46,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; thin content; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/developers/technical-references/wiki.mdx,/v2/developers/technical-references/wiki,public,content_explanation,explanation,provisional,0.15,1.9,1.5,0.2,2.4,1.7,0,0.5,3.5,3,1.4,28,31,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; missing description; thin content; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/about-gateways/gateway-architecture.mdx,/v2/gateways/about-gateways/gateway-architecture,public,content_explanation,explanation,provisional,0.15,1.9,1.7,0.2,1.9,1.5,0,1.3,2.7,3.8,1.4,28,33,incomplete_risky,incomplete_risky,1,0,,,,accuracy needs review; todo marker; missing description; thin content; incomplete; verification required,Verified 0/1 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/about-gateways/gateway-economics.mdx,/v2/gateways/about-gateways/gateway-economics,public,content_explanation,explanation,provisional,0.15,1.9,4.2,0.6,3.5,4.3,5,4.5,3.5,4.4,2,69,62,usable_needs_work,usable_needs_work,12,0,,,,accuracy needs review; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/about-gateways/gateway-explainer.mdx,/v2/gateways/about-gateways/gateway-explainer,public,content_explanation,explanation,provisional,0.15,1.9,3.2,0.2,2.5,2.8,3.9,2.3,2.7,3.8,1.4,50,47,usable_needs_work,incomplete_risky,12,0,,,,accuracy needs review; todo marker; missing description; incomplete; verification required,Verified 0/12 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/about-gateways/gateway-functions.mdx,/v2/gateways/about-gateways/gateway-functions,public,content_explanation,explanation,provisional,0.15,1.9,3.2,0.2,2.5,2.3,2.9,0.5,2.7,4.4,2,43,44,incomplete_risky,incomplete_risky,6,0,,,,accuracy needs review; todo marker; incomplete; verification required,Verified 0/6 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
2026-02-23,v2/gateways/about-gateways/overview.mdx,/v2/gateways/about-gateways/overview,public,content_explanation,explanation,provisional,0.15,1.9,2,0.2,2.4,2,0.2,0.5,3.5,4,2,32,36,incomplete_risky,incomplete_risky,3,0,,,,accuracy needs review; thin content; verification required,Verified 0/3 extracted claim(s) as of 2026-02-23. Tier 2 source fetch degraded (1 error(s)); provisional fallbacks may remain.
